"date","commodity","country","district","grade","price_type","price_lkr_per_kg","currency","unit","market_level","frequency","source","source_url"
"2026-01-20","black_pepper","Sri Lanka","Ratnapura","Grade 2","average","1930.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2026-01-20","black_pepper","Sri Lanka","Badulla","Grade 1","highest","2100.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2026-01-20","black_pepper","Sri Lanka","Badulla","Grade 1","average","2069.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2026-01-20","black_pepper","Sri Lanka","Kurunegala","Grade 1","highest","2000.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2026-01-20","black_pepper","Sri Lanka","Kurunegala","Grade 1","average","2000.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2026-01-20","black_pepper","Sri Lanka","Colombo","Grade 1","highest","1950.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2026-01-20","black_pepper","Sri Lanka","Colombo","Grade 1","average","1850.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2026-01-20","black_pepper","Sri Lanka","Gampaha","Grade 1","highest","2050.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2026-01-20","black_pepper","Sri Lanka","Gampaha","Grade 1","average","2025.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2026-01-20","black_pepper","Sri Lanka","Kalutara","Grade 1","highest","2000.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2026-01-20","black_pepper","Sri Lanka","Kalutara","Grade 1","average","1990.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2026-01-20","black_pepper","Sri Lanka","Galle","Grade 1","highest","2000.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2026-01-20","black_pepper","Sri Lanka","Galle","Grade 1","average","1950.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2026-01-20","black_pepper","Sri Lanka","Matara","Grade 1","highest","2000.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2026-01-20","black_pepper","Sri Lanka","Matara","Grade 1","average","1978.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2026-01-20","black_pepper","Sri Lanka","Hambantota","Grade 1","highest","2000.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2026-01-20","black_pepper","Sri Lanka","Hambantota","Grade 1","average","2000.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2026-01-20","black_pepper","Sri Lanka","Monaragala","Grade 1","highest","2100.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2026-01-20","black_pepper","Sri Lanka","Monaragala","Grade 1","average","2070.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2026-01-20","black_pepper","Sri Lanka","National","Grade 1","highest","2100.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2026-01-20","black_pepper","Sri Lanka","National","Grade 1","average","1997.93","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2026-01-20","black_pepper","Sri Lanka","National","Grade 2","highest","1950.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2026-01-20","black_pepper","Sri Lanka","National","Grade 2","average","1930.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2026-01-13","black_pepper","Sri Lanka","Kandy","Grade 1","highest","2100.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2026-01-13","black_pepper","Sri Lanka","Kandy","Grade 1","average","2019.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2026-01-13","black_pepper","Sri Lanka","Matale","Grade 1","highest","2000.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2026-01-13","black_pepper","Sri Lanka","Matale","Grade 1","average","2000.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2026-01-13","black_pepper","Sri Lanka","Nuwara_eliya","Grade 1","highest","2000.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2026-01-13","black_pepper","Sri Lanka","Nuwara_eliya","Grade 1","average","2000.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2026-01-13","black_pepper","Sri Lanka","Kegalle","Grade 1","highest","2000.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2026-01-13","black_pepper","Sri Lanka","Kegalle","Grade 1","average","1950.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2026-01-13","black_pepper","Sri Lanka","Ratnapura","Grade 1","highest","2000.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2026-01-13","black_pepper","Sri Lanka","Ratnapura","Grade 1","average","2000.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2026-01-13","black_pepper","Sri Lanka","Ratnapura","Grade 2","highest","1920.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2026-01-13","black_pepper","Sri Lanka","Ratnapura","Grade 2","average","1900.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2026-01-13","black_pepper","Sri Lanka","Badulla","Grade 1","highest","2080.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2026-01-13","black_pepper","Sri Lanka","Badulla","Grade 1","average","2040.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2026-01-13","black_pepper","Sri Lanka","Kurunegala","Grade 1","highest","2000.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2026-01-13","black_pepper","Sri Lanka","Kurunegala","Grade 1","average","2000.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2026-01-13","black_pepper","Sri Lanka","Colombo","Grade 1","highest","1950.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2026-01-13","black_pepper","Sri Lanka","Colombo","Grade 1","average","1850.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2026-01-13","black_pepper","Sri Lanka","Gampaha","Grade 1","highest","2000.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2026-01-13","black_pepper","Sri Lanka","Gampaha","Grade 1","average","1950.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2026-01-13","black_pepper","Sri Lanka","Kalutara","Grade 1","highest","2000.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2026-01-13","black_pepper","Sri Lanka","Kalutara","Grade 1","average","1995.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2026-01-13","black_pepper","Sri Lanka","Galle","Grade 1","highest","1900.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2026-01-13","black_pepper","Sri Lanka","Galle","Grade 1","average","1875.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2026-01-13","black_pepper","Sri Lanka","Matara","Grade 1","highest","1950.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2026-01-13","black_pepper","Sri Lanka","Matara","Grade 1","average","1938.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2026-01-13","black_pepper","Sri Lanka","Hambantota","Grade 1","highest","2000.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2026-01-13","black_pepper","Sri Lanka","Hambantota","Grade 1","average","2000.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2026-01-13","black_pepper","Sri Lanka","Monaragala","Grade 1","highest","2100.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2026-01-13","black_pepper","Sri Lanka","Monaragala","Grade 1","average","2082.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2026-01-13","black_pepper","Sri Lanka","National","Grade 1","highest","2100.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2026-01-13","black_pepper","Sri Lanka","National","Grade 1","average","1978.50","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2026-01-13","black_pepper","Sri Lanka","National","Grade 2","highest","1920.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2026-01-13","black_pepper","Sri Lanka","National","Grade 2","average","1900.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2026-01-06","black_pepper","Sri Lanka","Kandy","Grade 1","highest","2100.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2026-01-06","black_pepper","Sri Lanka","Kandy","Grade 1","average","2037.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2026-01-06","black_pepper","Sri Lanka","Kandy","Grade 2","highest","1900.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2026-01-06","black_pepper","Sri Lanka","Kandy","Grade 2","average","1900.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2026-01-06","black_pepper","Sri Lanka","Matale","Grade 1","highest","2050.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2026-01-06","black_pepper","Sri Lanka","Matale","Grade 1","average","2013.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2026-01-06","black_pepper","Sri Lanka","Nuwara_eliya","Grade 1","highest","2100.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2026-01-06","black_pepper","Sri Lanka","Nuwara_eliya","Grade 1","average","2087.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2026-01-06","black_pepper","Sri Lanka","Kegalle","Grade 1","highest","2050.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2026-01-06","black_pepper","Sri Lanka","Kegalle","Grade 1","average","1916.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2026-01-06","black_pepper","Sri Lanka","Ratnapura","Grade 1","highest","2000.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2026-01-06","black_pepper","Sri Lanka","Ratnapura","Grade 1","average","1985.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2026-01-06","black_pepper","Sri Lanka","Ratnapura","Grade 2","highest","1850.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2026-01-06","black_pepper","Sri Lanka","Ratnapura","Grade 2","average","1830.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2026-01-06","black_pepper","Sri Lanka","Badulla","Grade 1","highest","2100.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2026-01-06","black_pepper","Sri Lanka","Badulla","Grade 1","average","2036.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2026-01-06","black_pepper","Sri Lanka","Kurunegala","Grade 1","highest","2000.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2026-01-06","black_pepper","Sri Lanka","Kurunegala","Grade 1","average","2000.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2026-01-06","black_pepper","Sri Lanka","Colombo","Grade 1","highest","1950.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2026-01-06","black_pepper","Sri Lanka","Colombo","Grade 1","average","1850.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2026-01-06","black_pepper","Sri Lanka","Gampaha","Grade 1","highest","2100.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2026-01-06","black_pepper","Sri Lanka","Gampaha","Grade 1","average","2000.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2026-01-06","black_pepper","Sri Lanka","Kalutara","Grade 1","highest","2000.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2026-01-06","black_pepper","Sri Lanka","Kalutara","Grade 1","average","1965.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2026-01-06","black_pepper","Sri Lanka","Galle","Grade 1","highest","1950.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2026-01-06","black_pepper","Sri Lanka","Galle","Grade 1","average","1925.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2026-01-06","black_pepper","Sri Lanka","Matara","Grade 1","highest","1980.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2026-01-06","black_pepper","Sri Lanka","Matara","Grade 1","average","1954.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2026-01-06","black_pepper","Sri Lanka","Hambantota","Grade 1","highest","2000.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2026-01-06","black_pepper","Sri Lanka","Hambantota","Grade 1","average","2000.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2026-01-06","black_pepper","Sri Lanka","Monaragala","Grade 1","highest","2100.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2026-01-06","black_pepper","Sri Lanka","Monaragala","Grade 1","average","2084.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2026-01-06","black_pepper","Sri Lanka","National","Grade 1","highest","2100.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2026-01-06","black_pepper","Sri Lanka","National","Grade 1","average","1989.43","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2026-01-06","black_pepper","Sri Lanka","National","Grade 2","highest","1900.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2026-01-06","black_pepper","Sri Lanka","National","Grade 2","average","1865.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2025-12-30","black_pepper","Sri Lanka","Kandy","Grade 1","highest","2250.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2025-12-30","black_pepper","Sri Lanka","Kandy","Grade 1","average","2009.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2025-12-30","black_pepper","Sri Lanka","Kandy","Grade 2","highest","1800.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2025-12-30","black_pepper","Sri Lanka","Kandy","Grade 2","average","1800.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2025-12-30","black_pepper","Sri Lanka","Matale","Grade 1","highest","2100.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2025-12-30","black_pepper","Sri Lanka","Matale","Grade 1","average","2035.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2025-12-30","black_pepper","Sri Lanka","Nuwara_eliya","Grade 1","highest","2000.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2025-12-30","black_pepper","Sri Lanka","Nuwara_eliya","Grade 1","average","1997.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2025-12-30","black_pepper","Sri Lanka","Kegalle","Grade 1","highest","2100.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2025-12-30","black_pepper","Sri Lanka","Kegalle","Grade 1","average","1966.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2025-12-30","black_pepper","Sri Lanka","Ratnapura","Grade 1","highest","1960.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2025-12-30","black_pepper","Sri Lanka","Ratnapura","Grade 1","average","1950.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2025-12-30","black_pepper","Sri Lanka","Ratnapura","Grade 2","highest","1900.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2025-12-30","black_pepper","Sri Lanka","Ratnapura","Grade 2","average","1880.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2025-12-30","black_pepper","Sri Lanka","Badulla","Grade 1","highest","2060.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2025-12-30","black_pepper","Sri Lanka","Badulla","Grade 1","average","2026.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2025-12-30","black_pepper","Sri Lanka","Kurunegala","Grade 1","highest","2000.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2025-12-30","black_pepper","Sri Lanka","Kurunegala","Grade 1","average","2000.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2025-12-30","black_pepper","Sri Lanka","Colombo","Grade 1","highest","2000.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2025-12-30","black_pepper","Sri Lanka","Colombo","Grade 1","average","1888.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2025-12-30","black_pepper","Sri Lanka","Gampaha","Grade 1","highest","2100.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2025-12-30","black_pepper","Sri Lanka","Gampaha","Grade 1","average","2050.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2025-12-30","black_pepper","Sri Lanka","Kalutara","Grade 1","highest","2000.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2025-12-30","black_pepper","Sri Lanka","Kalutara","Grade 1","average","1985.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2025-12-30","black_pepper","Sri Lanka","Galle","Grade 1","highest","1950.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2025-12-30","black_pepper","Sri Lanka","Galle","Grade 1","average","1925.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2025-12-30","black_pepper","Sri Lanka","Matara","Grade 1","highest","1950.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2025-12-30","black_pepper","Sri Lanka","Matara","Grade 1","average","1950.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2025-12-30","black_pepper","Sri Lanka","Hambantota","Grade 1","highest","2050.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2025-12-30","black_pepper","Sri Lanka","Hambantota","Grade 1","average","2016.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2025-12-30","black_pepper","Sri Lanka","Monaragala","Grade 1","highest","2100.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2025-12-30","black_pepper","Sri Lanka","Monaragala","Grade 1","average","2070.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2025-12-30","black_pepper","Sri Lanka","National","Grade 1","highest","2250.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2025-12-30","black_pepper","Sri Lanka","National","Grade 1","average","1990.50","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2025-12-30","black_pepper","Sri Lanka","National","Grade 2","highest","1900.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2025-12-30","black_pepper","Sri Lanka","National","Grade 2","average","1840.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2025-12-23","black_pepper","Sri Lanka","Kandy","Grade 1","highest","2150.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2025-12-23","black_pepper","Sri Lanka","Kandy","Grade 1","average","2043.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2025-12-23","black_pepper","Sri Lanka","Kandy","Grade 2","highest","1600.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2025-12-23","black_pepper","Sri Lanka","Kandy","Grade 2","average","1600.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2025-12-23","black_pepper","Sri Lanka","Matale","Grade 1","highest","2100.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2025-12-23","black_pepper","Sri Lanka","Matale","Grade 1","average","2041.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2025-12-23","black_pepper","Sri Lanka","Nuwara_eliya","Grade 1","highest","2000.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2025-12-23","black_pepper","Sri Lanka","Nuwara_eliya","Grade 1","average","1993.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2025-12-23","black_pepper","Sri Lanka","Kegalle","Grade 1","highest","2250.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2025-12-23","black_pepper","Sri Lanka","Kegalle","Grade 1","average","2100.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2025-12-23","black_pepper","Sri Lanka","Ratnapura","Grade 1","highest","1970.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2025-12-23","black_pepper","Sri Lanka","Ratnapura","Grade 1","average","1950.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2025-12-23","black_pepper","Sri Lanka","Ratnapura","Grade 2","highest","1860.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2025-12-23","black_pepper","Sri Lanka","Ratnapura","Grade 2","average","1850.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2025-12-23","black_pepper","Sri Lanka","Badulla","Grade 1","highest","2080.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2025-12-23","black_pepper","Sri Lanka","Badulla","Grade 1","average","2025.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2025-12-23","black_pepper","Sri Lanka","Kurunegala","Grade 1","highest","2000.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2025-12-23","black_pepper","Sri Lanka","Kurunegala","Grade 1","average","2000.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2025-12-23","black_pepper","Sri Lanka","Gampaha","Grade 1","highest","2100.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2025-12-23","black_pepper","Sri Lanka","Gampaha","Grade 1","average","2050.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2025-12-23","black_pepper","Sri Lanka","Kalutara","Grade 1","highest","2000.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2025-12-23","black_pepper","Sri Lanka","Kalutara","Grade 1","average","1980.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2025-12-23","black_pepper","Sri Lanka","Galle","Grade 1","highest","1950.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2025-12-23","black_pepper","Sri Lanka","Galle","Grade 1","average","1925.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2025-12-23","black_pepper","Sri Lanka","Matara","Grade 1","highest","1950.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2025-12-23","black_pepper","Sri Lanka","Matara","Grade 1","average","1938.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2025-12-23","black_pepper","Sri Lanka","Hambantota","Grade 1","highest","2000.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2025-12-23","black_pepper","Sri Lanka","Hambantota","Grade 1","average","1970.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2025-12-23","black_pepper","Sri Lanka","Monaragala","Grade 1","highest","2100.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2025-12-23","black_pepper","Sri Lanka","Monaragala","Grade 1","average","2080.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2025-12-23","black_pepper","Sri Lanka","National","Grade 1","highest","2250.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2025-12-23","black_pepper","Sri Lanka","National","Grade 1","average","2007.31","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
"2025-12-23","black_pepper","Sri Lanka","National","Grade 2","highest","1860.0","LKR","kg","farm_gate","weekly","Department of Export Agriculture","https://exagri.info/mkt/index.html"
